loinc_code;loinc_display;loinc_component;loinc_property;loinc_system;loinc_scale;loinc_method;loinc_unitofmeasure;loinc_codesystem;loinc_timing
26655-1;Entamoeba sp Ab [Presence] in Serum;Entamoeba sp Ab;PrThr;Ser;Ord;;;http://loinc.org;Pt
22285-1;Entamoeba histolytica Ab [Presence] in Serum;Entamoeba histolytica Ab;PrThr;Ser;Ord;;;http://loinc.org;Pt
90297-3;Entamoeba histolytica Ab [Presence] in Serum by Immunoassay;Entamoeba histolytica Ab;PrThr;Ser;Ord;IA;;http://loinc.org;Pt
16817-9;Entamoeba histolytica Ab [Presence] in Serum by Immune diffusion (ID);Entamoeba histolytica Ab;PrThr;Ser;Ord;Immune diffusion;;http://loinc.org;Pt
56921-0;Entamoeba histolytica Ab [Presence] in Serum by Immunofluorescence;Entamoeba histolytica Ab;PrThr;Ser;Ord;IF;;http://loinc.org;Pt
17547-1;Rotavirus Ag [Presence] in Stool;Rotavirus Ag;PrThr;Stool;Ord;;;http://loinc.org;Pt
5880-0;Rotavirus Ag [Presence] in Stool by Immunoassay;Rotavirus Ag;PrThr;Stool;Ord;IA;;http://loinc.org;Pt
72174-6;Rotavirus Ag [Presence] in Stool by Rapid immunoassay;Rotavirus Ag;PrThr;Stool;Ord;IA.rapid;;http://loinc.org;Pt
20479-2;Measles virus IgG Ab [Presence] in Serum;Measles virus Ab.IgG;PrThr;Ser;Ord;;;http://loinc.org;Pt
35275-7;Measles virus IgG Ab [Presence] in Serum by Immunoassay;Measles virus Ab.IgG;PrThr;Ser;Ord;IA;;http://loinc.org;Pt
7962-4;Measles virus IgG Ab [Units/volume] in Serum;Measles virus Ab.IgG;ACnc;Ser;Qn;;[arb'U]/mL;http://loinc.org;Pt
5244-9;Measles virus IgG Ab [Units/volume] in Serum by Immunoassay;Measles virus Ab.IgG;ACnc;Ser;Qn;IA;"[arb'U]/mL;{Index_val}";http://loinc.org;Pt
21503-8;Measles virus IgM Ab [Presence] in Serum;Measles virus Ab.IgM;PrThr;Ser;Ord;;;http://loinc.org;Pt
35276-5;Measles virus IgM Ab [Presence] in Serum by Immunoassay;Measles virus Ab.IgM;PrThr;Ser;Ord;IA;;http://loinc.org;Pt
7963-2;Measles virus IgM Ab [Units/volume] in Serum;Measles virus Ab.IgM;ACnc;Ser;Qn;;[arb'U]/mL;http://loinc.org;Pt
25421-9;Measles virus IgM Ab [Units/volume] in Serum by Immunoassay;Measles virus Ab.IgM;ACnc;Ser;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
X099146;IgM Anti PGL-1;;;Ser;Qn;;U/mL;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
X099147;IgG Anti PGL-1;;;Ser;Qn;;U/mL;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
22415-4;Mumps virus IgG Ab [Presence] in Serum;Mumps virus Ab.IgG;PrThr;Ser;Ord;;;http://loinc.org;Pt
6476-6;Mumps virus IgG Ab [Presence] in Serum by Immunoassay;Mumps virus Ab.IgG;PrThr;Ser;Ord;IA;;http://loinc.org;Pt
7966-5;Mumps virus IgG Ab [Units/volume] in Serum;Mumps virus Ab.IgG;ACnc;Ser;Qn;;{Index_val};http://loinc.org;Pt
25418-5;Mumps virus IgG Ab [Units/volume] in Serum by Immunoassay;Mumps virus Ab.IgG;ACnc;Ser;Qn;IA;{index_val};http://loinc.org;Pt
22418-8;Mumps virus IgM Ab [Presence] in Serum;Mumps virus Ab.IgM;PrThr;Ser;Ord;;;http://loinc.org;Pt
6478-2;Mumps virus IgM Ab [Presence] in Serum by Immunoassay;Mumps virus Ab.IgM;PrThr;Ser;Ord;IA;;http://loinc.org;Pt
7967-3;Mumps virus IgM Ab [Units/volume] in Serum;Mumps virus Ab.IgM;ACnc;Ser;Qn;;[arb'U]/mL;http://loinc.org;Pt
25419-3;Mumps virus IgM Ab [Units/volume] in Serum by Immunoassay;Mumps virus Ab.IgM;ACnc;Ser;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
19162-7;Varicella zoster virus IgG Ab [Presence] in Serum;Varicella zoster virus Ab.IgG;PrThr;Ser;Ord;;;http://loinc.org;Pt
15410-4;Varicella zoster virus IgG Ab [Presence] in Serum by Immunoassay;Varicella zoster virus Ab.IgG;PrThr;Ser;Ord;IA;;http://loinc.org;Pt
8047-3;Varicella zoster virus IgG Ab [Units/volume] in Serum;Varicella zoster virus Ab.IgG;ACnc;Ser;Qn;;[arb'U]/mL;http://loinc.org;Pt
5403-1;Varicella zoster virus IgG Ab [Units/volume] in Serum by Immunoassay;Varicella zoster virus Ab.IgG;ACnc;Ser;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
21597-0;Varicella zoster virus IgM Ab [Presence] in Serum;Varicella zoster virus Ab.IgM;PrThr;Ser;Ord;;;http://loinc.org;Pt
29662-4;Varicella zoster virus IgM Ab [Presence] in Serum by Immunoassay;Varicella zoster virus Ab.IgM;PrThr;Ser;Ord;IA;;http://loinc.org;Pt
8048-1;Varicella zoster virus IgM Ab [Units/volume] in Serum;Varicella zoster virus Ab.IgM;ACnc;Ser;Qn;;[arb'U]/mL;http://loinc.org;Pt
5404-9;Varicella zoster virus IgM Ab [Units/volume] in Serum by Immunoassay;Varicella zoster virus Ab.IgM;ACnc;Ser;Qn;IA;"[arb'U]/mL;{Index_val}";http://loinc.org;Pt
57901-1;Clostridioides difficile glutamate dehydrogenase [Presence] in Stool;Clostridioides difficile glutamate dehydrogenase;PrThr;Stool;Ord;;;http://loinc.org;Pt
83087-7;Clostridioides difficile glutamate dehydrogenase [Presence] in Stool by Immunoassay;Clostridioides difficile glutamate dehydrogenase;PrThr;Stool;Ord;IA;;http://loinc.org;Pt
X099148;Clostridium difficile GDH;;;Ser;Qn;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
34713-8;Clostridioides difficile toxin A+B [Presence] in Stool;Clostridioides difficile toxin A+B;PrThr;Stool;Ord;;;http://loinc.org;Pt
34468-9;Clostridioides difficile toxin A+B [Presence] in Stool by Immunoassay;Clostridioides difficile toxin A+B;PrThr;Stool;Ord;IA;;http://loinc.org;Pt
6363-6;Clostridioides difficile toxin A+B [Units/volume] in Stool by Immunoassay;Clostridioides difficile toxin A+B;ACnc;Stool;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
94547-7;SARS-CoV-2 (COVID-19) IgG+IgM Ab [Presence] in Serum or Plasma by Immunoassay;SARS coronavirus 2 Ab.IgG+IgM;PrThr;Ser/Plas;Ord;IA;;http://loinc.org;Pt
94769-7;SARS-CoV-2 (COVID-19) Ab [Units/volume] in Serum or Plasma by Immunoassay;SARS coronavirus 2 Ab;ACnc;Ser/Plas;Qn;IA;[IU]/mL;http://loinc.org;Pt
94769-7;SARS-CoV-2 (COVID-19) Ab [Units/volume] in Serum or Plasma by Immunoassay;SARS coronavirus 2 Ab;ACnc;Ser/Plas;Qn;IA;[IU]/mL;http://loinc.org;Pt
94769-7;SARS-CoV-2 (COVID-19) Ab [Units/volume] in Serum or Plasma by Immunoassay;SARS coronavirus 2 Ab;ACnc;Ser/Plas;Qn;IA;[IU]/mL;http://loinc.org;Pt
94769-7;SARS-CoV-2 (COVID-19) Ab [Units/volume] in Serum or Plasma by Immunoassay;SARS coronavirus 2 Ab;ACnc;Ser/Plas;Qn;IA;[IU]/mL;http://loinc.org;Pt
95542-7;SARS-CoV-2 (COVID-19) Ab [Presence] in Serum, Plasma or Blood by Rapid immunoassay;SARS coronavirus 2 Ab;PrThr;Ser/Plas/Bld;Ord;IA.rapid;;http://loinc.org;Pt
98734-7;SARS-CoV-2 (COVID-19) S protein RBD neutralizing antibody [Units/volume] in Serum or Plasma by Immunoassay;SARS coronavirus 2 spike protein RBD Ab.neut;ACnc;Ser/Plas;Qn;IA;[IU]/mL;http://loinc.org;Pt
98734-7;SARS-CoV-2 (COVID-19) S protein RBD neutralizing antibody [Units/volume] in Serum or Plasma by Immunoassay;SARS coronavirus 2 spike protein RBD Ab.neut;ACnc;Ser/Plas;Qn;IA;[IU]/mL;http://loinc.org;Pt
98732-1;SARS-CoV-2 (COVID-19) S protein RBD neutralizing antibody [Titer] in Serum or Plasma by Immunoassay;SARS coronavirus 2 spike protein RBD Ab.neut;Titr;Ser/Plas;Qn;IA;{titer};http://loinc.org;Pt
98732-1;SARS-CoV-2 (COVID-19) S protein RBD neutralizing antibody [Titer] in Serum or Plasma by Immunoassay;SARS coronavirus 2 spike protein RBD Ab.neut;Titr;Ser/Plas;Qn;IA;{titer};http://loinc.org;Pt
94563-4;SARS-CoV-2 (COVID-19) IgG Ab [Presence] in Serum or Plasma by Immunoassay;SARS coronavirus 2 Ab.IgG;PrThr;Ser/Plas;Ord;IA;;http://loinc.org;Pt
94507-1;SARS-CoV-2 (COVID-19) IgG Ab [Presence] in Serum, Plasma or Blood by Rapid immunoassay;SARS coronavirus 2 Ab.IgG;PrThr;Ser/Plas/Bld;Ord;IA.rapid;;http://loinc.org;Pt
94505-5;SARS-CoV-2 (COVID-19) IgG Ab [Units/volume] in Serum or Plasma by Immunoassay;SARS coronavirus 2 Ab.IgG;ACnc;Ser/Plas;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
94505-5;SARS-CoV-2 (COVID-19) IgG Ab [Units/volume] in Serum or Plasma by Immunoassay;SARS coronavirus 2 Ab.IgG;ACnc;Ser/Plas;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
94505-5;SARS-CoV-2 (COVID-19) IgG Ab [Units/volume] in Serum or Plasma by Immunoassay;SARS coronavirus 2 Ab.IgG;ACnc;Ser/Plas;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
94505-5;SARS-CoV-2 (COVID-19) IgG Ab [Units/volume] in Serum or Plasma by Immunoassay;SARS coronavirus 2 Ab.IgG;ACnc;Ser/Plas;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
94505-5;SARS-CoV-2 (COVID-19) IgG Ab [Units/volume] in Serum or Plasma by Immunoassay;SARS coronavirus 2 Ab.IgG;ACnc;Ser/Plas;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
94564-2;SARS-CoV-2 (COVID-19) IgM Ab [Presence] in Serum or Plasma by Immunoassay;SARS coronavirus 2 Ab.IgM;PrThr;Ser/Plas;Ord;IA;;http://loinc.org;Pt
94508-9;SARS-CoV-2 (COVID-19) IgM Ab [Presence] in Serum, Plasma or Blood by Rapid immunoassay;SARS coronavirus 2 Ab.IgM;PrThr;Ser/Plas/Bld;Ord;IA.rapid;;http://loinc.org;Pt
94506-3;SARS-CoV-2 (COVID-19) IgM Ab [Units/volume] in Serum or Plasma by Immunoassay;SARS coronavirus 2 Ab.IgM;ACnc;Ser/Plas;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
94506-3;SARS-CoV-2 (COVID-19) IgM Ab [Units/volume] in Serum or Plasma by Immunoassay;SARS coronavirus 2 Ab.IgM;ACnc;Ser/Plas;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
94506-3;SARS-CoV-2 (COVID-19) IgM Ab [Units/volume] in Serum or Plasma by Immunoassay;SARS coronavirus 2 Ab.IgM;ACnc;Ser/Plas;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
94506-3;SARS-CoV-2 (COVID-19) IgM Ab [Units/volume] in Serum or Plasma by Immunoassay;SARS coronavirus 2 Ab.IgM;ACnc;Ser/Plas;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
94506-3;SARS-CoV-2 (COVID-19) IgM Ab [Units/volume] in Serum or Plasma by Immunoassay;SARS coronavirus 2 Ab.IgM;ACnc;Ser/Plas;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
97097-0;SARS-CoV-2 (COVID-19) Ag [Presence] in Upper respiratory specimen by Rapid immunoassay;SARS coronavirus 2 Ag;PrThr;Respiratory.upper;Ord;IA.rapid;;http://loinc.org;Pt
2465-3;IgG [Mass/volume] in Serum or Plasma;IgG;MCnc;Ser/Plas;Qn;;mg/dL;http://loinc.org;Pt
2465-3;IgG [Mass/volume] in Serum or Plasma;IgG;MCnc;Ser/Plas;Qn;;mg/dL;http://loinc.org;Pt
2465-3;IgG [Mass/volume] in Serum or Plasma;IgG;MCnc;Ser/Plas;Qn;;mg/dL;http://loinc.org;Pt
2472-9;IgM [Mass/volume] in Serum or Plasma;IgM;MCnc;Ser/Plas;Qn;;mg/dL;http://loinc.org;Pt
2472-9;IgM [Mass/volume] in Serum or Plasma;IgM;MCnc;Ser/Plas;Qn;;mg/dL;http://loinc.org;Pt
2472-9;IgM [Mass/volume] in Serum or Plasma;IgM;MCnc;Ser/Plas;Qn;;mg/dL;http://loinc.org;Pt
2458-8;IgA [Mass/volume] in Serum or Plasma;IgA;MCnc;Ser/Plas;Qn;;mg/dL;http://loinc.org;Pt
2458-8;IgA [Mass/volume] in Serum or Plasma;IgA;MCnc;Ser/Plas;Qn;;mg/dL;http://loinc.org;Pt
2458-8;IgA [Mass/volume] in Serum or Plasma;IgA;MCnc;Ser/Plas;Qn;;mg/dL;http://loinc.org;Pt
11573-3;Rheumatoid factor IgM [Units/volume] in Serum;Rheumatoid factor.IgM;ACnc;Ser;Qn;;[IU]/mL;http://loinc.org;Pt
9338-5;Rheumatoid factor IgM [Units/volume] in Serum by Immunoassay;Rheumatoid factor.IgM;ACnc;Ser;Qn;IA;[IU]/mL;http://loinc.org;Pt
22239-8;Cytomegalovirus Ab [Presence] in Serum or Plasma;Cytomegalovirus Ab;PrThr;Ser/Plas;Ord;;;http://loinc.org;Pt
22244-8;Cytomegalovirus IgG Ab [Presence] in Serum or Plasma;Cytomegalovirus Ab.IgG;PrThr;Ser/Plas;Ord;;;http://loinc.org;Pt
7852-7;Cytomegalovirus IgG Ab [Units/volume] in Serum or Plasma;Cytomegalovirus Ab.IgG;ACnc;Ser/Plas;Qn;;[arb'U]/mL;http://loinc.org;Pt
5124-3;Cytomegalovirus IgG Ab [Units/volume] in Serum or Plasma by Immunoassay;Cytomegalovirus Ab.IgG;ACnc;Ser/Plas;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
5124-3;Cytomegalovirus IgG Ab [Units/volume] in Serum or Plasma by Immunoassay;Cytomegalovirus Ab.IgG;ACnc;Ser/Plas;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
5124-3;Cytomegalovirus IgG Ab [Units/volume] in Serum or Plasma by Immunoassay;Cytomegalovirus Ab.IgG;ACnc;Ser/Plas;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
52984-2;Cytomegalovirus IgG Ab avidity [Ratio] in Serum or Plasma by Immunoassay;Cytomegalovirus Ab.IgG avidity;Ratio;Ser/Plas;Qn;IA;%;http://loinc.org;Pt
78445-4;Cytomegalovirus IgG Ab avidity [Presence] in Serum or Plasma by Immunoassay;Cytomegalovirus Ab.IgG avidity;PrThr;Ser/Plas;Ord;IA;;http://loinc.org;Pt
30325-5;Cytomegalovirus IgM Ab [Presence] in Serum or Plasma;Cytomegalovirus Ab.IgM;PrThr;Ser/Plas;Ord;;;http://loinc.org;Pt
5126-8;Cytomegalovirus IgM Ab [Units/volume] in Serum or Plasma by Immunoassay;Cytomegalovirus Ab.IgM;ACnc;Ser/Plas;Qn;IA;{Index_val};http://loinc.org;Pt
5126-8;Cytomegalovirus IgM Ab [Units/volume] in Serum or Plasma by Immunoassay;Cytomegalovirus Ab.IgM;ACnc;Ser/Plas;Qn;IA;{Index_val};http://loinc.org;Pt
5126-8;Cytomegalovirus IgM Ab [Units/volume] in Serum or Plasma by Immunoassay;Cytomegalovirus Ab.IgM;ACnc;Ser/Plas;Qn;IA;{Index_val};http://loinc.org;Pt
78001-5;Cytomegalovirus pp65 Ag/100000 PMN cells in Blood by Immunofluorescence;Cytomegalovirus pp65 Ag/100000 PMN cells;NFr;Bld;Qn;IF;/10*5{PMN};http://loinc.org;Pt
78001-5;Cytomegalovirus pp65 Ag/100000 PMN cells in Blood by Immunofluorescence;Cytomegalovirus pp65 Ag/100000 PMN cells;NFr;Bld;Qn;IF;/10*5{PMN};http://loinc.org;Pt
X099149;Antigenemia CMV urine;;;Urine;Qn;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
5206-8;Herpes simplex virus 1 IgG Ab [Units/volume] in Serum by Immunoassay;Herpes simplex virus 1 Ab.IgG;ACnc;Ser;Qn;IA;"[arb'U]/mL;{Index_val}";http://loinc.org;Pt
5206-8;Herpes simplex virus 1 IgG Ab [Units/volume] in Serum by Immunoassay;Herpes simplex virus 1 Ab.IgG;ACnc;Ser;Qn;IA;"[arb'U]/mL;{Index_val}";http://loinc.org;Pt
5206-8;Herpes simplex virus 1 IgG Ab [Units/volume] in Serum by Immunoassay;Herpes simplex virus 1 Ab.IgG;ACnc;Ser;Qn;IA;"[arb'U]/mL;{Index_val}";http://loinc.org;Pt
51916-5;Herpes simplex virus 1 IgG Ab [Presence] in Serum or Plasma by Immunoassay;Herpes simplex virus 1 Ab.IgG;PrThr;Ser/Plas;Ord;IA;;http://loinc.org;Pt
32687-6;Herpes simplex virus 1 IgM Ab [Presence] in Serum;Herpes simplex virus 1 Ab.IgM;PrThr;Ser;Ord;;;http://loinc.org;Pt
32687-6;Herpes simplex virus 1 IgM Ab [Presence] in Serum;Herpes simplex virus 1 Ab.IgM;PrThr;Ser;Ord;;;http://loinc.org;Pt
5207-6;Herpes simplex virus 1 IgM Ab [Units/volume] in Serum by Immunoassay;Herpes simplex virus 1 Ab.IgM;ACnc;Ser;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
5207-6;Herpes simplex virus 1 IgM Ab [Units/volume] in Serum by Immunoassay;Herpes simplex virus 1 Ab.IgM;ACnc;Ser;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
17851-7;Herpes simplex virus 2 IgG Ab [Presence] in Serum;Herpes simplex virus 2 Ab.IgG;PrThr;Ser;Ord;;;http://loinc.org;Pt
43180-9;Herpes simplex virus 2 IgG Ab [Presence] in Serum or Plasma by Immunoassay;Herpes simplex virus 2 Ab.IgG;PrThr;Ser/Plas;Ord;IA;;http://loinc.org;Pt
5209-2;Herpes simplex virus 2 IgG Ab [Units/volume] in Serum by Immunoassay;Herpes simplex virus 2 Ab.IgG;ACnc;Ser;Qn;IA;{Index_val};http://loinc.org;Pt
5209-2;Herpes simplex virus 2 IgG Ab [Units/volume] in Serum by Immunoassay;Herpes simplex virus 2 Ab.IgG;ACnc;Ser;Qn;IA;{Index_val};http://loinc.org;Pt
5209-2;Herpes simplex virus 2 IgG Ab [Units/volume] in Serum by Immunoassay;Herpes simplex virus 2 Ab.IgG;ACnc;Ser;Qn;IA;{Index_val};http://loinc.org;Pt
32688-4;Herpes simplex virus 2 IgM Ab [Presence] in Serum;Herpes simplex virus 2 Ab.IgM;PrThr;Ser;Ord;;;http://loinc.org;Pt
44494-3;Herpes simplex virus 2 IgM Ab [Presence] in Serum by Immunoassay;Herpes simplex virus 2 Ab.IgM;PrThr;Ser;Ord;IA;;http://loinc.org;Pt
5210-0;Herpes simplex virus 2 IgM Ab [Units/volume] in Serum by Immunoassay;Herpes simplex virus 2 Ab.IgM;ACnc;Ser;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
5210-0;Herpes simplex virus 2 IgM Ab [Units/volume] in Serum by Immunoassay;Herpes simplex virus 2 Ab.IgM;ACnc;Ser;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
8014-3;Rubella virus IgG Ab [Units/volume] in Serum;Rubella virus Ab.IgG;ACnc;Ser;Qn;;[IU]/mL;http://loinc.org;Pt
5334-8;Rubella virus IgG Ab [Units/volume] in Serum or Plasma by Immunoassay;Rubella virus Ab.IgG;ACnc;Ser/Plas;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
5334-8;Rubella virus IgG Ab [Units/volume] in Serum or Plasma by Immunoassay;Rubella virus Ab.IgG;ACnc;Ser/Plas;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
5334-8;Rubella virus IgG Ab [Units/volume] in Serum or Plasma by Immunoassay;Rubella virus Ab.IgG;ACnc;Ser/Plas;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
31616-6;Rubella virus IgM Ab [Presence] in Serum;Rubella virus Ab.IgM;PrThr;Ser;Ord;;;http://loinc.org;Pt
5335-5;Rubella virus IgM Ab [Units/volume] in Serum by Immunoassay;Rubella virus Ab.IgM;ACnc;Ser;Qn;IA;"[arb'U]/mL;{Index_val}";http://loinc.org;Pt
5335-5;Rubella virus IgM Ab [Units/volume] in Serum by Immunoassay;Rubella virus Ab.IgM;ACnc;Ser;Qn;IA;"[arb'U]/mL;{Index_val}";http://loinc.org;Pt
5335-5;Rubella virus IgM Ab [Units/volume] in Serum by Immunoassay;Rubella virus Ab.IgM;ACnc;Ser;Qn;IA;"[arb'U]/mL;{Index_val}";http://loinc.org;Pt
8039-0;Toxoplasma gondii IgG Ab [Units/volume] in Serum;Toxoplasma gondii Ab.IgG;ACnc;Ser;Qn;;[arb'U]/mL;http://loinc.org;Pt
5388-4;Toxoplasma gondii IgG Ab [Units/volume] in Serum or Plasma by Immunoassay;Toxoplasma gondii Ab.IgG;ACnc;Ser/Plas;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
5388-4;Toxoplasma gondii IgG Ab [Units/volume] in Serum or Plasma by Immunoassay;Toxoplasma gondii Ab.IgG;ACnc;Ser/Plas;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
5388-4;Toxoplasma gondii IgG Ab [Units/volume] in Serum or Plasma by Immunoassay;Toxoplasma gondii Ab.IgG;ACnc;Ser/Plas;Qn;IA;[arb'U]/mL;http://loinc.org;Pt
56990-5;Toxoplasma gondii IgG Ab avidity [Ratio] in Serum by Immunoassay;Toxoplasma gondii Ab.IgG avidity;Ratio;Ser;Qn;IA;%;http://loinc.org;Pt
56990-5;Toxoplasma gondii IgG Ab avidity [Ratio] in Serum by Immunoassay;Toxoplasma gondii Ab.IgG avidity;Ratio;Ser;Qn;IA;%;http://loinc.org;Pt
56991-3;Toxoplasma gondii IgG Ab avidity [Presence] in Serum or Plasma by Immunoassay;Toxoplasma gondii Ab.IgG avidity;PrThr;Ser/Plas;Ord;IA;;http://loinc.org;Pt
25542-2;Toxoplasma gondii IgM Ab [Presence] in Serum;Toxoplasma gondii Ab.IgM;PrThr;Ser;Ord;;;http://loinc.org;Pt
40678-5;Toxoplasma gondii IgM Ab [Presence] in Serum or Plasma by Immunoassay;Toxoplasma gondii Ab.IgM;PrThr;Ser/Plas;Ord;IA;;http://loinc.org;Pt
33336-9;Toxoplasma gondii IgM Ab [Presence] in Serum by Agglutination;Toxoplasma gondii Ab.IgM;PrThr;Ser;Ord;Aggl;;http://loinc.org;Pt
8040-8;Toxoplasma gondii IgM Ab [Units/volume] in Serum;Toxoplasma gondii Ab.IgM;ACnc;Ser;Qn;;[arb'U]/mL;http://loinc.org;Pt
5390-0;Toxoplasma gondii IgM Ab [Units/volume] in Serum by Immunoassay;Toxoplasma gondii Ab.IgM;ACnc;Ser;Qn;IA;{Index_val};http://loinc.org;Pt
5390-0;Toxoplasma gondii IgM Ab [Units/volume] in Serum by Immunoassay;Toxoplasma gondii Ab.IgM;ACnc;Ser;Qn;IA;{Index_val};http://loinc.org;Pt
5390-0;Toxoplasma gondii IgM Ab [Units/volume] in Serum by Immunoassay;Toxoplasma gondii Ab.IgM;ACnc;Ser;Qn;IA;{Index_val};http://loinc.org;Pt
8041-6;Treponema pallidum Ab [Presence] in Serum by Hemagglutination;Treponema pallidum Ab;PrThr;Ser;Ord;HA;;http://loinc.org;Pt
26009-1;Treponema pallidum Ab [Titer] in Serum by Hemagglutination;Treponema pallidum Ab;Titr;Ser;Qn;HA;{titer};http://loinc.org;Pt
23537-4;Tuberculosis reaction wheal [Diameter] --2 days post dose mammalian tuberculin intradermal;Tuberculosis reaction wheal^2D post dose mammalian tuberculin ID;Diam;Skin;Qn;;mm;http://loinc.org;Pt
23539-0;Tuberculosis reaction wheal [Diameter] --3 days post dose mammalian tuberculin intradermal;Tuberculosis reaction wheal^3D post dose mammalian tuberculin ID;Diam;Skin;Qn;;mm;http://loinc.org;Pt
X099150;Analisis cairan otak;;;CSF;;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
10335-8;Color of Cerebral spinal fluid;Color;Type;CSF;Nom;;;http://loinc.org;Pt
49736-2;Clarity of Cerebral spinal fluid;Clarity;Type;CSF;Nom;;;http://loinc.org;Pt
96710-9;Clot [Presence] of Body fluid Qualitative;Clot;PrThr;Body fld;Ord;;;http://loinc.org;Pt
2879-5;Protein [Presence] in Cerebral spinal fluid;Protein;PrThr;CSF;Ord;;;http://loinc.org;Pt
2879-5;Protein [Presence] in Cerebral spinal fluid;Protein;PrThr;CSF;Ord;;;http://loinc.org;Pt
58469-8;Cells [#/volume] in Body fluid;Cells;NCnc;Body fld;Qn;;10*3/uL;http://loinc.org;Pt
29584-0;Differential panel - Cerebral spinal fluid;Differential panel;-;CSF;-;;;http://loinc.org;Pt
35001-7;Polymorphonuclear cells [#/volume] in Cerebral spinal fluid;Polymorphonuclear cells;NCnc;CSF;Qn;;10*3/uL;http://loinc.org;Pt
26517-3;Polymorphonuclear cells/100 leukocytes in Cerebral spinal fluid;Polymorphonuclear cells/100 leukocytes;NFr;CSF;Qn;;%;http://loinc.org;Pt
12244-0;Polymorphonuclear cells/100 leukocytes in Cerebral spinal fluid by Manual count;Polymorphonuclear cells/100 leukocytes;NFr;CSF;Qn;Manual count;%;http://loinc.org;Pt
26489-5;Mononuclear cells [#/volume] in Cerebral spinal fluid;Mononuclear cells;NCnc;CSF;Qn;;10*3/uL;http://loinc.org;Pt
21396-7;Mononuclear cells [#/volume] in Cerebral spinal fluid by Manual count;Mononuclear cells;NCnc;CSF;Qn;Manual count;10*3/uL;http://loinc.org;Pt
26492-9;Mononuclear cells/100 leukocytes in Cerebral spinal fluid;Mononuclear cells/100 leukocytes;NFr;CSF;Qn;;%;http://loinc.org;Pt
12236-6;Mononuclear cells/100 leukocytes in Cerebral spinal fluid by Manual count;Mononuclear cells/100 leukocytes;NFr;CSF;Qn;Manual count;%;http://loinc.org;Pt
638-7;Microscopic observation [Identifier] in Cerebral spinal fluid by India ink prep;Microscopic observation;Prid;CSF;Nom;India ink preparation;;http://loinc.org;Pt
X099151;Analisis kimia cairan otak;;;CSF;;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
2880-3;Protein [Mass/volume] in Cerebral spinal fluid;Protein;MCnc;CSF;Qn;;mg/dL;http://loinc.org;Pt
2342-4;Glucose [Mass/volume] in Cerebral spinal fluid;Glucose;MCnc;CSF;Qn;;mg/dL;http://loinc.org;Pt
2345-7;Glucose [Mass/volume] in Serum or Plasma;Glucose;MCnc;Ser/Plas;Qn;;mg/dL;http://loinc.org;Pt
2070-1;Chloride [Moles/volume] in Cerebral spinal fluid;Chloride;SCnc;CSF;Qn;;mmol/L;http://loinc.org;Pt
X099152;Leukemia phenotyping cairan otak;;;CSF;Nar;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
49492-2;Leukemia markers [Interpretation] in Cerebral spinal fluid Narrative;Leukemia markers;Imp;CSF;Nar;;;http://loinc.org;Pt
60024-7;Lactate dehydrogenase [Enzymatic activity/volume] in Cerebral spinal fluid by Lactate to pyruvate reaction;Lactate dehydrogenase;CCnc;CSF;Qn;Reaction: lactate to pyruvate;U/L;http://loinc.org;Pt
60023-9;Lactate dehydrogenase [Enzymatic activity/volume] in Cerebral spinal fluid by Pyruvate to lactate reaction;Lactate dehydrogenase;CCnc;CSF;Qn;Reaction: pyruvate to lactate;U/L;http://loinc.org;Pt
48767-8;Annotation comment [Interpretation] Narrative;Annotation comment;Imp;{system};Nar;;;http://loinc.org;Pt
